epoch,loss,val_loss
0,9.628177148774425,11.833476267192854
1,6.80225757906066,8.081429863034817
2,5.70185574481514,7.762339440425947
3,4.846027424742607,7.027593903736881
4,4.222313871158048,6.8179823736209
5,3.742571294036532,6.178250567451197
6,3.3599329088758907,6.224149958772369
7,3.093267269629148,7.205188656646286
8,2.8835036981673468,7.051405429840088
9,2.6773799521510155,7.113505114839376
10,2.4742523715609597,6.588655428185917
11,2.374370373629569,11.338428417131796
12,2.211184389344627,7.197888043171301
13,2.0720091007462336,8.642365557691447
14,2.08804278099649,8.44220548899386
15,1.9156867541939988,7.2231785662915104
16,1.8751796878826845,7.559867180858644
17,1.788168408959643,7.808843915044692
18,1.7200576710202025,8.90949673295792
19,1.64300663817605,7.1425016677522795
20,1.5511896245436918,7.40142273822123
21,1.5546380688936594,7.441771490374895
22,1.4766268119473582,6.8438123669813775
23,1.4108731192930706,7.573505010537305
24,1.4116609239346842,8.012876749405834
25,1.3347293455600016,8.0194369969017
26,1.2945942461472553,7.3781042933133625
27,1.2904736701741448,6.122097023898431
28,1.1836051033379853,6.026237429344804
29,1.1117841658680447,7.538301003540997
30,1.131367856710652,5.378587410124698
31,1.0790209390555219,6.830792416636306
32,1.0650919364877711,7.768435952844787
33,1.003241537356326,8.122896199744776
34,0.9694912623447977,8.905552548630846
35,0.9377873060664951,6.476098665502352
36,0.8849379675367365,4.885854833413169
37,0.835915323781866,5.001254678543509
38,0.8295787154706203,7.4712226880599
39,0.7912487913920802,5.184537797551321
40,0.7788474770488253,5.784934762737954
41,0.7704407808127677,4.184879085560156
42,0.7064053654887656,5.906821973807708
43,0.6837974644300249,3.4491810026923657
44,0.6513040836268856,1.9575389763153916
45,0.6466077198069639,8.717444611653058
46,0.6174838578552776,7.109605026127634
47,0.5935063489393859,7.652873779540067
48,0.6531551720013501,5.658312588865881
49,0.569962130583233,3.388355813688743
50,0.49782117532353204,6.776210569623143
51,0.4767810488907829,3.5725272737138263
52,0.48308168561812204,2.1331886458404252
53,0.4953390918683384,3.4440725955516696
54,0.49307355517902846,2.5136486995686447
55,0.43908554530700555,1.245168656340224
56,0.5188491416946482,5.591322556987042
57,0.4802678382085749,2.533967102054893
58,0.37608541533337386,4.861921443328294
59,0.3439571575293007,1.4452419470264832
60,0.375603547015261,1.1499181605501472
61,0.4094739884888363,2.9114544901952106
62,0.37384532560606526,1.4782645612229999
63,0.3470061030267114,1.6111544149634947
64,0.3077090244602274,2.63788571481085
65,0.3008067341448504,0.5571258554999777
66,0.3051936362262997,0.5313456507326825
67,0.43055194440052874,2.3081432938539033
68,0.3550379970488058,1.0566731595721361
69,0.27833190312214173,0.5682400105584758
70,0.2393030223157285,0.9076204957835741
71,0.22365912668969656,0.5440831666758951
72,0.26160275532525346,1.4955450157257164
73,0.31039561796340215,1.5315623186645708
74,0.3310573687282591,1.923007498346992
75,0.27137726545785823,1.2955787092823596
76,0.22664258142095425,1.09889653138759
77,0.18438046631901273,1.382937283195787
78,0.18098719066423036,0.3141752168247066
79,0.2058660372761766,0.46938862631623474
80,0.3155191844797583,1.7557596991823605
81,0.3220111272996362,1.4235845771906448
82,0.2377209181871637,0.723359752066656
83,0.190925723911778,0.4744643029393436
84,0.12716312044573294,0.19622851322623888
85,0.09948266719258624,0.13842207572672746
86,0.19992989690368163,0.8068702215868618
87,0.4160843271991503,3.873276575697654
88,0.24077846287035892,0.8271313309761279
89,0.15497630976495289,0.9342478635515254
90,0.10282853617021305,0.12556422519470897
91,0.07686370801692448,0.11111999700527982
92,0.06789192225256399,0.07675561129422712
93,0.08518038160165657,0.3585237735210656
94,0.5652018334554982,6.517143274109879
95,0.27813139213443994,2.491138887030916
96,0.15270349981524853,0.4033058026468787
97,0.12174209357573475,0.22101673551768863
98,0.10503251124755303,0.11876477717591463
99,0.07667527856937423,0.10486577812170372
100,0.06689421912558628,0.06778012501884138
101,0.13691025962649167,0.9862904616289958
102,0.560985914976408,2.6931760217873983
103,0.24589318031157587,1.0707102489170384
104,0.14206907856607207,0.24980650798133383
105,0.08075179989442054,0.11698159318237185
106,0.06456131543902002,0.06484934058663365
107,0.05507586216782851,0.06723043343673532
108,0.048973391108804665,0.06210490723100669
109,0.0644291057394044,0.07021922699609169
110,0.21133578899984545,1.9658341259452647
111,0.5448106846413108,2.4339202678053056
112,0.20314092107494564,0.444493034669242
